Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2023-11-08;81,6735;81,8647;79,2173;79,7811;;
2023-11-07;84,1475;84,4265;81,5143;81,7168;;
2023-11-06;85,5075;86,4464;85,1128;85,1897;;
2023-11-03;87,1046;87,7865;84,5873;85,1643;;
2023-11-02;85,3761;87,0447;84,6682;86,8494;;
2023-11-01;85,6573;87,2087;84,60;85,0248;;
2023-10-31;86,9519;87,3827;84,7763;85,3916;;
2023-10-30;88,2827;88,4092;85,851;86,5998;;
2023-10-27;89,5321;90,7364;87,8511;90,0796;;
2023-10-26;89,5115;90,3959;87,56;88,2037;;
2023-10-25;87,7534;90,3427;86,8177;89,9744;;
2023-10-24;90,1449;90,664;87,3679;87,9499;;
2023-10-23;91,4345;92,4358;89,6455;90,3517;;
2023-10-20;93,5657;93,7631;91,7197;92,2544;;
2023-10-19;91,1536;93,3534;89,5747;93,2934;;
2023-10-18;91,6277;92,9805;90,6373;91,3147;;
2023-10-17;89,9345;90,4742;88,9006;90,3379;;
2023-10-16;90,6512;91,364;89,5247;90,0193;;
2023-10-13;86,6693;90,9694;86,5771;90,8748;;
2023-10-12;85,4333;87,6238;85,2838;86,4253;;
2023-10-11;87,9224;88,2348;85,2412;86,3148;;
2023-10-10;87,8765;88,4732;86,9138;87,5105;;
2023-10-09;87,763;88,3345;86,4317;88,1283;;
2023-10-06;84,2282;84,9188;83,5082;84,4491;;
2023-10-05;86,3405;86,4987;83,9133;84,1645;;
2023-10-04;90,8485;90,8673;85,7663;86,2404;;
2023-10-03;89,5818;91,5425;89,5818;91,1535;;
2023-10-02;92,3027;93,3244;90,3602;90,5351;;
2023-09-29;93,0849;94,1055;91,9718;92,2457;;
2023-09-28;95,0645;95,0943;92,8246;93,1483;;
2023-09-27;93,2706;94,7641;92,7732;94,2491;;
2023-09-26;92,9099;94,1894;91,8158;94,0444;;
2023-09-25;93,786;94,2395;92,566;93,3889;;
2023-09-22;93,7767;94,6157;92,8111;93,5851;;
2023-09-21;93,0042;94,5906;92,2046;93,2298;;
2023-09-20;93,389;94,7041;92,7664;93,1582;;
2023-09-19;95,1113;95,9319;94,1949;94,6472;;
2023-09-18;94,6964;94,9332;93,7945;94,5703;;
2023-09-15;94,2366;94,4331;92,6845;94,1587;;
2023-09-14;92,4177;93,9393;92,3071;93,8841;;
2023-09-13;92,3176;92,8344;91,6297;92,1245;;
2023-09-12;90,8715;92,3947;90,7028;92,1595;;
2023-09-11;90,4359;91,4172;90,19;90,5422;;
2023-09-08;89,5025;91,0046;89,3893;90,4875;;
2023-09-07;90,167;90,6842;89,4947;90,0655;;
2023-09-06;90,0741;91,092;89,2543;90,8282;;
2023-09-05;88,6775;91,1346;88,0743;90,0319;;
2023-09-04;88,4342;89,2011;88,3047;88,9858;;
2023-09-01;86,9753;88,8347;86,9522;88,8095;;
2023-08-31;85,4249;86,87;85,0896;86,7786;;
2023-08-30;85,2068;85,6445;84,5951;85,2639;;
2023-08-29;83,7343;84,9745;83,2897;84,8798;;
2023-08-28;83,9289;84,6791;83,5552;83,91;;
2023-08-25;83,3251;84,3745;82,2327;84,1561;;
2023-08-24;82,6629;83,2198;81,6428;82,7791;;
2023-08-23;83,7741;83,8258;81,68;82,6344;;
2023-08-22;84,1935;84,6445;83,8547;84,0849;;
2023-08-21;85,2558;85,8335;84,3295;84,4402;;
2023-08-18;84,138;85,0638;83,3355;84,7732;;
2023-08-17;83,2776;84,8714;83,2776;83,8107;;
2023-08-16;84,4981;85,36;83,1716;83,2181;;
2023-08-15;86,3788;86,671;84,3083;84,9075;;
2023-08-14;85,815;86,6825;85,5139;86,2747;;
2023-08-11;86,2526;87,33;85,8446;86,6248;;
2023-08-10;87,6941;88,0854;86,2145;86,3517;;
2023-08-09;85,8951;87,6382;85,8951;87,4379;;
2023-08-08;85,1424;86,337;83,3375;86,0836;;
2023-08-07;86,0702;86,2654;85,0554;85,8097;;
2023-08-04;85,2303;86,6351;85,1346;86,0121;;
2023-08-03;83,1968;85,4084;82,3704;85,2826;;
2023-08-02;85,6681;85,8047;82,7415;83,5245;;
2023-08-01;85,0467;85,4103;84,3105;85,1396;;
2023-07-31;83,974;85,5745;83,974;85,4734;;
2023-07-28;83,4139;84,4873;82,8654;84,3402;;
2023-07-27;83,0762;84,0844;82,6063;83,4797;;
2023-07-26;82,7187;83,4168;82,2155;82,6086;;
2023-07-25;82,8689;83,8661;82,2242;83,5749;;
2023-07-24;80,7523;83,1548;80,4255;82,8998;;
2023-07-21;80,2597;81,2344;79,9043;80,8747;;
2023-07-20;79,4377;80,2258;78,6957;79,6799;;
2023-07-19;79,6077;80,9187;79,185;79,42;;
2023-07-18;78,5889;79,9945;78,2048;79,6999;;
2023-07-17;79,0217;80,5882;78,2616;78,4501;;
2023-07-14;81,4339;81,5068;79,6755;79,7435;;
2023-07-13;80,2292;81,7148;79,8946;81,7142;;
2023-07-12;79,2991;80,4768;79,2033;80,3532;;
2023-07-11;78,0242;79,494;77,6351;79,4649;;
2023-07-10;77,8646;78,765;77,4548;77,8599;;
2023-07-07;76,903;78,521;76,0471;78,2898;;
2023-07-06;76,2559;77,0798;75,0469;76,5888;;
2023-07-05;75,8734;76,9399;75,3144;76,7058;;
2023-07-04;74,7565;76,2699;74,7347;76,2345;;
2023-07-03;75,2207;76,5839;74,5847;74,9383;;
2023-06-30;74,6189;75,8117;74,3155;75,3144;;
2023-06-29;73,6973;75,1233;73,5978;74,4743;;
2023-06-28;72,8844;74,42;71,8756;73,8702;;
2023-06-27;74,8636;75,0758;72,3404;72,4498;;
2023-06-26;74,3994;74,9845;73,6319;74,5101;;
2023-06-23;73,5919;74,1897;72,3101;74,1349;;
2023-06-22;77,0213;77,2638;73,8153;74,26;;
2023-06-21;76,1631;77,2295;75,525;77,1182;;
2023-06-20;75,9023;77,1277;74,5321;75,9747;;
2023-06-19;75,6662;76,9248;75,6465;76,1055;;
2023-06-16;75,7371;76,7354;75,0951;76,5248;;
2023-06-15;73,4428;75,9595;73,1744;75,5993;;
2023-06-14;74,7965;75,4946;73,0387;73,5562;;
2023-06-13;72,2393;74,6445;72,1431;74,0152;;
2023-06-12;73,8528;74,1445;71,585;71,8001;;
2023-06-09;75,3166;76,5197;74,7305;74,8849;;
2023-06-08;76,9597;77,673;73,6163;75,6596;;
2023-06-07;75,7993;77,6041;75,5152;76,9686;;
2023-06-06;76,2419;76,7395;74,7252;76,04;;
2023-06-05;77,0251;78,2156;76,3949;76,4393;;
2023-06-02;74,984;76,4942;74,5916;76,3942;;
2023-06-01;73,0125;75,2342;72,0475;74,2099;;
2023-05-31;73,4939;73,8557;71,5061;72,356;;
2023-05-30;76,2834;76,8032;73,3291;74,0241;;
2023-05-29;77,3495;77,595;76,1894;77,1249;;
2023-05-26;76,0556;77,3137;75,9402;77,0644;;
2023-05-25;78,1763;78,1777;75,1085;76,1743;;
2023-05-24;77,6057;78,6555;77,0608;78,0349;;
2023-05-23;76,1918;77,5757;75,6502;77,0044;;
2023-05-22;74,9063;76,4444;74,5745;75,9498;;
2023-05-19;76,3407;77,4544;75,1347;75,8897;;
2023-05-18;76,4266;76,9698;75,5045;75,9201;;
2023-05-17;74,2263;77,2896;74,1054;76,9131;;
2023-05-16;75,5025;75,8526;74,559;74,6302;;
2023-05-15;74,0899;75,7427;73,8131;75,2844;;
2023-05-12;74,6187;75,8294;74,0456;74,2348;;
2023-05-11;77,0872;77,4023;74,6266;75,5047;;
2023-05-10;76,8449;77,5629;75,7131;76,5927;;
2023-05-09;76,3508;77,4846;75,156;77,2355;;
2023-05-08;75,7133;77,424;75,6645;76,6338;;
2023-05-05;73,2034;75,7041;73,1563;75,2843;;
2023-05-04;73,0911;73,7122;71,5385;72,4289;;
2023-05-03;75,2038;75,5267;71,7103;72,0664;;
2023-05-02;79,0177;79,7768;75,0844;75,1641;;
2023-04-28;78,6483;80,5141;77,5205;80,285;;
2023-04-27;78,0187;78,5299;77,3655;78,30;;
2023-04-26;81,1579;81,355;77,5062;77,6795;;
2023-04-25;82,3337;82,8647;80,2313;80,5031;;
2023-04-24;80,2921;82,7925;80,2921;82,525;;
2023-04-21;80,714;81,7824;80,2109;81,3992;;
2023-04-20;81,9401;82,1617;80,5164;80,6219;;
2023-04-19;84,4055;84,5592;82,4286;83,0558;;
2023-04-18;85,0518;85,3966;83,8263;84,69;;
2023-04-17;86,2167;86,4244;84,3867;84,8156;;
2023-04-14;86,3441;86,8547;85,5669;86,4417;;
2023-04-13;86,9739;87,4402;86,0598;86,2455;;
2023-04-12;85,7465;87,478;85,421;87,2294;;
2023-04-11;84,7748;85,6642;83,756;85,5277;;
2023-04-06;84,6333;85,4439;84,061;84,9466;;
2023-04-05;85,1858;85,5356;84,0426;84,8148;;
2023-04-04;85,1978;85,9941;84,0357;84,8197;;
2023-04-03;83,4845;85,342;83,4845;84,9698;;
2023-03-31;78,4096;79,9139;77,8608;79,7894;;
2023-03-30;77,6797;78,8347;77,4782;78,509;;
2023-03-29;78,4883;78,995;77,3211;77,5757;;
2023-03-28;77,5086;78,6847;77,115;78,2797;;
2023-03-27;74,8929;77,9924;74,7639;77,7587;;
2023-03-24;75,5598;75,8703;72,3599;74,5506;;
2023-03-23;76,2211;77,4254;75,1614;75,4901;;
2023-03-22;74,8119;77,08;74,577;75,7643;;
2023-03-21;73,2129;75,384;72,8422;75,1793;;
2023-03-20;70,7589;73,8601;70,1352;73,8043;;
2023-03-17;75,0456;75,909;71,4462;72,5708;;
2023-03-16;74,1955;75,4895;71,9138;74,6101;;
2023-03-15;78,3714;78,713;71,6994;74,3896;;
2023-03-14;79,8218;80,4867;76,9049;77,5061;;
2023-03-13;83,0353;83,3001;78,3622;80,6616;;
2023-03-10;80,9416;83,0648;80,7516;82,6411;;
2023-03-09;82,64;83,9778;81,4259;81,5222;;
2023-03-08;83,1585;83,4851;82,0708;82,4722;;
2023-03-07;86,1708;86,5324;82,8414;83,1811;;
2023-03-06;85,116;86,3398;84,3555;86,32;;
2023-03-03;84,4996;85,9696;82,4377;85,8943;;
2023-03-02;84,0697;85,0947;83,8642;84,5201;;
2023-03-01;83,9529;84,4857;82,6339;84,4091;;
2023-02-28;82,5588;83,9843;82,4465;83,2193;;
2023-02-27;82,1904;83,2472;81,3993;82,0143;;
2023-02-24;82,7209;83,0576;80,766;83,0051;;
2023-02-23;80,7938;82,7513;80,6825;82,392;;
2023-02-22;82,6104;82,7919;80,4454;80,5063;;
2023-02-21;83,0315;84,1949;82,5606;82,7848;;
2023-02-20;83,4842;84,2932;83,0701;84,0741;;
2023-02-17;84,1577;84,2792;81,8197;82,9707;;
2023-02-16;85,7916;86,2023;84,6249;84,7254;;
2023-02-15;85,0652;85,8447;83,9142;85,3552;;
2023-02-14;86,2777;86,3423;84,1442;85,7001;;
2023-02-13;85,7405;86,9242;85,1046;85,9902;;
2023-02-10;84,1386;86,8806;84,0865;86,5391;;
2023-02-09;85,0892;85,4976;83,0806;84,1102;;
2023-02-08;83,751;85,1445;83,5491;85,1044;;
2023-02-07;82,0492;83,9557;81,52;83,8491;;
2023-02-06;80,1652;81,3046;79,1219;81,2946;;
2023-02-03;81,9649;84,1932;79,725;79,7409;;
2023-02-02;83,2267;83,4739;81,2611;82,052;;
2023-02-01;85,4313;86,203;82,4006;83,1915;;
2023-01-31;83,9782;85,769;83,1866;85,5142;;
2023-01-30;85,9234;86,6456;84,2663;84,417;;
2023-01-27;87,4774;88,6137;85,5331;86,0771;;
2023-01-26;86,1444;87,9992;85,7611;87,4847;;
2023-01-25;86,4824;86,9722;85,4257;86,4602;;
2023-01-24;87,9837;88,7023;85,8299;86,2092;;
2023-01-23;87,4459;89,0738;87,0403;88,1047;;
2023-01-20;86,3383;87,7802;85,6206;87,7492;;
2023-01-19;84,2439;86,833;83,9167;86,2395;;
2023-01-18;86,6051;87,8335;84,5957;84,7219;;
2023-01-17;84,5283;86,8154;84,3021;86,6592;;
2023-01-16;84,4186;85,1118;83,8869;84,4337;;
2023-01-13;83,7187;85,4186;83,7187;85,3536;;
2023-01-12;82,669;84,6036;82,4164;83,8131;;
2023-01-11;79,581;83,0071;79,473;82,8478;;
2023-01-10;79,3278;80,8777;78,7922;79,9124;;
2023-01-09;79,6059;81,3298;79,3282;79,7409;;
2023-01-06;79,353;80,5886;78,0922;78,4684;;
2023-01-05;78,5266;79,9426;77,6651;78,5991;;
2023-01-04;81,7359;81,7692;77,753;78,0195;;
2023-01-03;86,2349;86,9698;81,8211;82,4014;;
2023-01-02;85,8837;86,0679;85,8787;86,0325;;
2022-12-30;83,8082;84,2268;82,8874;83,0248;;
2022-12-29;83,1627;83,7347;81,856;83,7047;;
2022-12-28;84,4471;84,831;82,5366;83,6228;;
2022-12-27;85,1357;86,0749;84,1962;84,8703;;
2022-12-23;81,9637;84,7192;81,9584;84,5798;;
2022-12-22;82,5746;84,2251;81,3603;82,2396;;
2022-12-21;80,0359;82,5125;79,5517;82,2736;;
2022-12-20;80,1509;80,6733;78,2731;79,8568;;
2022-12-19;79,4896;80,8355;78,6637;80,3145;;
2022-12-16;81,1336;81,3083;78,2814;79,0641;;
2022-12-15;81,8476;83,1404;80,8698;81,3903;;
2022-12-14;80,4971;83,145;80,3756;82,8242;;
2022-12-13;79,1372;81,2549;78,3355;80,6125;;
2022-12-12;76,5081;78,5373;75,2863;78,2017;;
2022-12-09;76,7168;77,41;75,1351;76,5705;;
2022-12-08;78,0606;79,1358;75,8052;76,0988;;
2022-12-07;79,4182;80,4885;76,9576;77,3547;;
2022-12-06;83,2623;83,6867;78,7262;79,5226;;
2022-12-05;85,9529;88,4668;82,5761;82,9997;;
2022-12-02;86,9513;87,8826;85,2292;85,8225;;
2022-12-01;86,5802;89,3035;86,4406;86,8887;;
2022-11-30;84,7889;87,3092;84,5032;86,8807;;
2022-11-29;85,3371;86,4361;83,7562;84,5052;;
2022-11-28;81,2063;84,5971;80,8398;83,579;;
2022-11-25;85,2953;86,8738;83,5813;83,8845;;
2022-11-24;84,6864;85,3692;84,0058;85,3076;;
2022-11-23;88,4014;89,5456;84,1506;84,7602;;
2022-11-22;87,4608;89,8924;87,3808;88,5332;;
2022-11-21;86,6943;87,7688;82,3751;87,2548;;
2022-11-18;90,2085;90,2752;85,8147;87,8567;;
2022-11-17;92,0104;92,9206;89,6149;89,9069;;
2022-11-16;93,1123;94,8019;91,7262;92,601;;
2022-11-15;93,241;95,6526;91,5958;93,6874;;
2022-11-14;95,9033;96,6262;92,5059;92,5059;;
2022-11-11;95,6767;96,9486;95,0585;95,9101;;
2022-11-10;92,5795;94,3088;91,7504;93,4623;;
2022-11-09;95,4744;95,5594;92,3708;92,443;;
2022-11-08;98,0118;98,0573;95,2833;95,5809;;
2022-11-07;97,6335;99,5741;97,1538;98,0915;;
2022-11-04;96,8386;98,7661;96,2329;98,6353;;
2022-11-03;95,5571;95,5571;94,2238;94,4873;;
2022-11-02;95,5787;96,5162;94,0904;95,6103;;
2022-11-01;94,0021;95,5143;93,5564;94,7421;;
2022-10-31;93,0269;93,7286;91,5445;92,5288;;
2022-10-28;94,1485;94,932;93,1286;94,006;;
2022-10-27;94,07;95,3116;93,2436;94,9951;;
2022-10-26;92,615;96,1373;92,0887;95,9452;;
2022-10-25;93,4879;94,3716;91,6424;92,9843;;
2022-10-24;92,7264;94,1851;91,2991;93,3168;;
2022-10-21;92,5682;93,7882;91,0702;93,5439;;
2022-10-20;93,1345;94,6842;91,9616;92,5708;;
2022-10-19;90,4076;92,8427;89,4361;92,1706;;
2022-10-18;92,3572;92,5889;88,84;90,2566;;
2022-10-17;92,5622;93,1395;90,8866;91,623;;
2022-10-14;94,6984;95,0371;91,3144;91,8036;;
2022-10-13;92,567;94,8889;91,1941;94,6006;;
2022-10-12;94,4381;95,1276;91,6226;92,3738;;
2022-10-11;96,1715;96,2072;93,1502;93,60;;
2022-10-10;97,2317;98,5251;95,6709;95,8801;;
2022-10-07;94,3934;98,5515;93,9413;97,838;;
2022-10-06;93,3346;95,0049;92,8049;95,0049;;
2022-10-05;91,8334;93,9124;91,1691;93,6232;;
2022-10-04;89,4699;92,2226;89,0162;91,6073;;
2022-10-03;87,3781;89,69;87,1426;88,7482;;
2022-09-30;87,4411;88,573;85,0579;85,4609;;
2022-09-29;87,3552;88,6789;86,2631;87,4132;;
2022-09-28;83,6342;88,1682;83,0807;87,8373;;
2022-09-27;83,863;85,5398;83,712;84,8239;;
2022-09-26;84,4439;86,3737;82,6579;82,7884;;
2022-09-23;89,2131;89,4879;84,5852;85,3643;;
2022-09-22;90,3854;92,724;89,7069;90,3965;;
2022-09-21;90,8916;93,4575;89,3801;90,2107;;
2022-09-20;92,1017;92,9734;89,8759;90,7572;;
2022-09-19;91,4858;92,0459;88,5568;91,8306;;
2022-09-16;91,097;92,5509;90,2657;91,5791;;
2022-09-15;94,0658;94,6154;90,0987;90,9267;;
2022-09-14;92,6454;95,7333;91,9854;94,2457;;
2022-09-13;93,7407;95,4729;91,1888;93,4015;;
2022-09-12;91,7624;95,1106;91,7624;94,0809;;
2022-09-09;89,3831;93,1019;89,2391;92,413;;
2022-09-08;88,6648;89,7464;87,2889;88,5176;;
2022-09-07;91,495;93,7524;87,7287;87,731;;
2022-09-06;95,1312;95,8983;92,3092;92,5335;;
2022-09-05;95,1054;96,9802;95,0734;95,7139;;
2022-09-02;94,5573;95,1919;92,8281;93,0156;;
2022-09-01;94,9815;95,1886;91,8597;92,0344;;
2022-08-31;98,7921;98,8882;94,5482;95,107;;
2022-08-30;102,699;103,4407;96,9132;98,2394;;
2022-08-29;99,8776;103,1203;99,0986;102,7261;;
2022-08-26;99,3764;100,0887;97,0596;98,7716;;
2022-08-25;101,8668;102,4075;99,2127;99,9521;;
2022-08-24;99,8861;101,806;99,1845;101,6071;;
2022-08-23;97,0769;100,417;96,7244;100,1991;;
2022-08-22;95,2362;97,1882;92,4627;96,7742;;
2022-08-19;96,0475;97,8213;94,2989;96,0506;;
2022-08-18;93,6566;97,3951;93,2186;96,5957;;
2022-08-17;93,4302;94,2248;91,5466;93,2492;;
2022-08-16;93,9051;95,9095;91,7622;92,1988;;
2022-08-15;97,056;97,4088;92,8383;94,5781;;
2022-08-12;99,1675;100,2623;97,0528;98,0316;;
2022-08-11;97,2101;100,1456;96,6812;99,3829;;
2022-08-10;95,6795;97,914;93,72;96,9871;;
2022-08-09;96,7652;98,302;95,0514;96,3966;;
2022-08-08;95,5033;96,6831;93,0986;96,4113;;
2022-08-05;94,6457;96,3614;92,8905;94,3443;;
2022-08-04;96,6603;97,5666;93,3374;93,9133;;
2022-08-03;100,4786;102,3543;96,624;96,8764;;
2022-08-02;99,0714;102,3596;98,5241;100,2144;;
2022-08-01;103,1236;104,209;99,2386;99,6874;;
2022-07-29;101,968;106,4738;101,6957;103,5737;;
2022-07-28;102,8593;104,1582;101,0603;102,2745;;
2022-07-27;100,0112;102,8268;98,9131;102,5093;;
2022-07-26;101,7475;102,3064;99,066;99,194;;
2022-07-25;97,702;100,2738;96,8175;100,1306;;
2022-07-22;100,412;100,9365;97,6471;98,2223;;
2022-07-21;106,4189;106,6589;101,6341;104,0025;;
2022-07-20;106,1654;107,3953;105,1791;106,7249;;
2022-07-19;105,8314;107,5508;103,7635;107,3059;;
2022-07-18;102,4602;106,4513;102,3701;105,8065;;
2022-07-15;99,9093;102,4831;98,2763;101,0412;;
2022-07-14;99,682;100,0567;94,7537;99,58;;
2022-07-13;99,2665;101,0522;98,3132;99,178;;
2022-07-12;105,3443;105,4561;98,9511;99,1861;;
2022-07-11;105,9313;107,2853;103,8459;106,6399;;
2022-07-08;105,1101;107,4001;103,8053;107,0481;;
2022-07-07;100,9898;106,3165;100,0534;104,1931;;
2022-07-06;103,7045;105,5388;98,6506;100,4027;;
2022-07-05;113,3829;114,1329;101,2461;102,9034;;
2022-07-04;112,125;113,9763;110,68;113,469;;
2022-07-01;108,2165;112,3952;108,2165;111,3205;;
2022-06-30;112,7658;112,9386;108,2862;109,2428;;
2022-06-29;113,1895;116,1627;111,7805;111,7954;;
2022-06-28;112,1008;114,0799;111,9261;113,7281;;
2022-06-27;109,2398;111,7774;108,0785;111,1665;;
2022-06-24;106,715;110,0602;105,7201;108,9194;;
2022-06-23;107,4489;109,0779;105,9624;106,006;;
2022-06-22;106,6174;109,5781;104,6954;107,7654;;
2022-06-21;115,1906;116,2247;114,0778;114,5875;;
2022-06-20;113,853;114,4267;111,6632;114,175;;
2022-06-17;119,5019;121,2069;111,8831;113,4531;;
2022-06-16;119,0406;120,1928;115,834;119,2174;;
2022-06-15;121,5546;121,6023;117,7712;118,7897;;
2022-06-14;122,9571;125,1191;119,0073;120,7531;;
2022-06-13;120,107;123,5569;119,0991;122,3628;;
2022-06-10;122,5544;124,3187;120,1141;121,9245;;
2022-06-09;123,8339;123,8421;122,657;123,0026;;
2022-06-08;121,2828;124,3739;120,7629;124,1484;;
2022-06-07;119,8074;121,3401;118,7047;121,1508;;
2022-06-06;120,3491;120,7646;118,8453;119,3105;;
2022-06-03;117,4053;121,4306;116,1476;121,3832;;
2022-06-02;114,7262;118,1692;112,7662;117,9913;;
2022-06-01;115,7894;118,5448;115,7745;115,9982;;
2022-05-31;119,8279;120,6173;115,4917;116,151;;
2022-05-30;116,1754;117,5957;115,9677;117,5957;;
2022-05-27;114,0536;115,7326;113,2508;115,6613;;
2022-05-26;111,4663;114,7276;111,0578;114,0646;;
2022-05-25;111,458;112,3391;110,2165;111,524;;
2022-05-24;112,2818;114,5615;111,7574;113,6773;;
2022-05-23;113,53;114,226;111,9696;113,3582;;
2022-05-20;111,3775;113,0797;111,2179;112,9919;;
2022-05-19;110,1303;112,224;105,8776;111,402;;
2022-05-18;112,8736;114,0966;108,4202;109,3095;;
2022-05-17;114,2972;115,6467;111,1796;111,4042;;
2022-05-16;109,7316;114,7107;109,4975;114,2983;;
2022-05-13;109,1432;111,5768;107,9024;111,5052;;
2022-05-12;106,4419;108,6381;104,8884;108,2025;;
2022-05-11;104,6811;108,2222;104,2881;106,9396;;
2022-05-10;104,5088;106,8528;101,8067;102,1875;;
2022-05-09;112,2461;112,2461;105,0596;105,1668;;
2022-05-06;111,7612;113,502;111,0225;113,1049;;
2022-05-05;111,0616;113,9127;109,4059;110,9274;;
2022-05-04;106,2094;110,9208;106,1489;110,3991;;
2022-05-03;107,4818;107,5526;104,7709;105,4429;;
2022-05-02;106,2422;108,3162;103,2098;108,313;;
2022-04-29;108,2048;109,9522;106,2712;106,6314;;
2022-04-28;103,3964;107,5889;103,2285;107,3507;;
2022-04-27;105,0772;105,8541;103,0621;104,977;;
2022-04-26;103,3724;105,7031;100,9703;105,1143;;
2022-04-25;102,9911;103,0964;99,3279;102,6659;;
2022-04-22;107,0286;108,0062;105,9254;106,0901;;
2022-04-21;108,4324;109,6744;106,919;108,2637;;
2022-04-20;108,036;108,9584;104,735;107,3235;;
2022-04-19;112,9111;113,318;106,9531;107,2749;;
2022-04-14;107,886;111,9008;106,7483;111,3534;;
2022-04-13;104,8914;108,9588;104,1728;108,8716;;
2022-04-12;100,6803;105,4506;100,2421;104,6104;;
2022-04-11;101,1263;101,5735;97,7174;99,0803;;
2022-04-08;100,7182;103,1447;100,0564;102,4876;;
2022-04-07;103,02;103,3386;98,5483;101,3261;;
2022-04-06;107,194;108,5998;100,9312;102,0096;;
2022-04-05;109,0302;109,4585;104,6332;104,897;;
2022-04-04;105,198;108,4135;103,2245;107,9073;;
2022-04-01;103,3532;106,016;102,399;104,5382;;
2022-03-31;106,6871;108,7004;104,5945;104,9956;;
2022-03-30;108,461;112,2009;108,461;110,7658;;
2022-03-29;109,0613;111,6604;102,9615;108,4889;;
2022-03-28;116,5417;116,8797;109,1554;109,5231;;
2022-03-25;119,4165;120,7242;115,3929;119,3227;;
2022-03-24;120,5765;122,9273;117,0872;117,869;;
2022-03-23;116,0085;122,2339;115,9382;121,3146;;
2022-03-22;118,3626;118,9118;112,7973;114,5053;;
2022-03-21;110,9139;116,7367;110,8973;116,6223;;
2022-03-18;109,363;109,363;105,8674;107,7482;;
2022-03-17;100,1953;107,4698;100,1953;106,9155;;
2022-03-16;102,5541;103,6177;97,2615;98,0841;;
2022-03-15;101,3955;102,1343;97,7689;98,7053;;
2022-03-14;110,2459;110,3203;103,6416;105,9505;;
2022-03-11;110,9423;113,6875;108,2535;112,4853;;
2022-03-10;113,7547;118,324;109,1692;109,9793;;
2022-03-09;131,1156;131,1156;109,7691;113,0584;;
2022-03-08;127,1134;133,0563;124,1838;128,8519;;
2022-03-07;129,2536;129,4618;119,4823;123,4932;;
2022-03-04;111,8137;118,8609;109,7491;118,3897;;
2022-03-03;117,104;119,957;110,3419;110,9847;;
2022-03-02;110,9114;115,0598;108,2446;114,275;;
2022-03-01;99,783;107,4248;99,5333;106,1191;;
2022-02-28;99,8308;99,9834;97,2368;98,1906;;
2022-02-25;97,474;98,1754;92,9014;95,1575;;
2022-02-24;100,0143;102,1935;94,5288;96,1965;;
2022-02-23;93,673;95,7041;92,8891;94,298;;
2022-02-22;94,9023;96,3767;93,0585;93,3831;;
2022-02-21;93,4344;95,4817;92,8785;95,4817;;
2022-02-18;92,5801;93,9016;90,3654;93,6883;;
2022-02-17;93,4582;94,382;92,277;92,9592;;
2022-02-16;93,673;95,9957;91,9251;91,9271;;
2022-02-15;95,7952;96,0005;92,1885;93,2757;;
2022-02-14;95,5368;96,6547;93,5751;96,0561;;
2022-02-11;91,0825;95,5734;90,9775;94,9981;;
2022-02-10;91,2712;93,0466;91,0348;91,5369;;
2022-02-09;90,6194;92,0508;90,1266;91,8091;;
2022-02-08;92,6649;92,814;90,0185;91,1521;;
2022-02-07;93,6764;93,6764;92,2046;92,7815;;
2022-02-04;91,3665;93,7067;91,276;93,1926;;
2022-02-03;89,0945;91,217;88,0804;91,0145;;
2022-02-02;89,2832;90,4943;88,3735;89,6142;;
2022-02-01;89,4051;89,9461;87,8327;89,4528;;
2022-01-31;89,5363;89,6433;88,2154;89,531;;
2022-01-28;88,6729;90,206;88,2737;88,9089;;
2022-01-27;88,2697;89,7428;87,8898;88,5205;;
2022-01-26;87,2928;89,2875;87,2685;88,1501;;
2022-01-25;86,2707;87,361;85,3404;87,1371;;
2022-01-24;88,3694;88,6332;85,1885;86,8383;;
2022-01-21;86,8562;88,2284;86,5411;87,7593;;
2022-01-20;88,1692;89,4917;87,3877;87,449;;
2022-01-19;87,8841;89,1803;87,6998;88,0372;;
2022-01-18;87,8326;88,1611;86,7074;87,9818;;
2022-01-17;86,3849;86,612;85,6157;86,5559;;
2022-01-14;84,6837;86,495;84,4982;86,4404;;
2022-01-13;84,4282;85,0701;83,8463;83,897;;
2022-01-12;83,5845;85,2232;83,5845;84,7057;;
2022-01-11;81,2521;83,9987;81,1587;83,7806;;
2022-01-10;81,9703;82,302;80,5825;81,016;;
2022-01-07;82,8123;83,002;81,5789;81,9519;;
2022-01-06;80,1382;82,8123;80,1382;81,977;;
2022-01-05;80,134;81,4872;79,6414;80,1218;;
2022-01-04;78,9762;80,5405;78,69;79,9754;;
2022-01-03;78,3229;79,2694;77,1061;78,9207;;
2021-12-30;79,3272;79,4241;78,462;79,1282;;
2021-12-29;78,9012;80,0028;78,2062;79,1713;;
2021-12-28;78,6626;79,4881;78,102;78,7256;;
2021-12-27;75,6257;78,5973;75,44;78,4093;;
2021-12-23;75,2707;76,8139;74,8276;76,6659;;
2021-12-22;73,9452;75,5271;73,7188;75,5039;;
2021-12-21;72,2905;74,2525;71,4055;74,228;;
2021-12-20;71,2733;71,9609;69,3791;71,8852;;
2021-12-17;74,461;74,6944;72,7501;73,256;;
2021-12-16;74,7824;75,5939;74,1003;74,767;;
2021-12-15;72,917;74,5734;72,5615;74,4685;;
