,first_course_eur,last_course_eur
2021-05-19,51.1,49.56
2021-05-20,51.23,52.58
2021-05-21,53.2,51.65
2021-05-22,53.2,51.65
2021-05-23,53.2,51.65
2021-05-24,52.68,52.68
2021-05-25,53.24,53.24
2021-05-26,54.01,53.59
2021-05-27,52.38,51.76
2021-05-28,51.92,50.95
2021-05-29,51.92,50.95
2021-05-30,51.92,50.95
2021-05-31,51.92,50.95
2021-06-01,51.85,52.32
2021-06-02,51.91,51.32
2021-06-03,52.34,50.17
2021-06-04,50.22,49.9
2021-06-05,50.22,49.9
2021-06-06,50.22,49.9
2021-06-07,50.6,51.39
2021-06-08,51.8,52.09
2021-06-09,53.05,53.43
2021-06-10,53.38,53.7
2021-06-11,53.33,52.59
2021-06-12,53.33,52.59
2021-06-13,53.33,52.59
2021-06-14,53.16,52.81
2021-06-15,51.91,51.31
2021-06-16,51.13,51.25
2021-06-17,51.15,50.82
2021-06-18,51.81,51.81
2021-06-19,51.81,51.81
2021-06-20,51.81,51.81
2021-06-21,51.69,52.33
2021-06-22,52.92,53.31
2021-06-23,54.4,54.57
2021-06-24,55.05,54.99
2021-06-25,55.55,54.95
2021-06-26,55.55,54.95
2021-06-27,55.55,54.95
2021-06-28,55.4,55.4
2021-06-29,56.05,55.54
2021-06-30,55.83,56.26
2021-07-01,56.75,57.53
2021-07-02,57.73,57.25
2021-07-03,57.73,57.25
2021-07-04,57.73,57.25
2021-07-05,57.77,57.77
2021-07-06,55.81,53.92
2021-07-07,53.44,52.52
2021-07-08,51.19,52.26
2021-07-09,54.17,54.17
2021-07-10,54.17,54.17
2021-07-11,54.17,54.17
2021-07-12,52.71,51.62
2021-07-13,51.33,52.76
2021-07-14,51.96,53.28
2021-07-15,52.06,52.89
2021-07-16,53.33,52.79
2021-07-17,53.33,52.79
2021-07-18,53.33,52.79
2021-07-19,53.02,52.32
2021-07-20,52.16,51.13
2021-07-21,51.36,52.06
2021-07-22,50.73,50.72
2021-07-23,50.67,50.82
2021-07-24,50.67,50.82
2021-07-25,50.67,50.82
2021-07-26,52.26,53.12
2021-07-27,53.63,52.85
2021-07-28,54.01,53.78
2021-07-29,54.0,54.0
2021-07-30,53.28,53.28
2021-07-31,53.28,53.28
2021-08-01,53.28,53.28
2021-08-02,55.1,54.38
2021-08-03,55.05,54.14
2021-08-04,54.27,55.41
2021-08-05,54.58,55.93
2021-08-06,56.21,56.61
2021-08-07,56.21,56.61
2021-08-08,56.21,56.61
2021-08-09,57.1,56.57
2021-08-10,57.36,57.36
2021-08-11,58.05,57.73
2021-08-12,56.21,56.21
2021-08-13,55.68,55.33
2021-08-14,55.68,55.33
2021-08-15,55.68,55.33
2021-08-16,56.93,58.11
2021-08-17,57.81,57.18
2021-08-18,56.89,57.08
2021-08-19,56.43,53.45
2021-08-20,53.81,54.33
2021-08-21,53.81,54.33
2021-08-22,53.81,54.33
2021-08-23,55.9,55.3
2021-08-24,56.6,56.58
2021-08-25,56.5,56.05
2021-08-26,56.82,57.07
2021-08-27,58.42,58.96
2021-08-28,58.42,58.96
2021-08-29,58.42,58.96
2021-08-30,58.42,58.96
2021-08-31,60.55,60.72
2021-09-01,60.07,60.25
2021-09-02,61.48,60.68
2021-09-03,61.38,61.28
2021-09-04,61.38,61.28
2021-09-05,61.38,61.28
2021-09-06,62.27,62.32
2021-09-07,61.95,61.99
2021-09-08,62.41,62.3
2021-09-09,62.69,62.69
2021-09-10,62.49,60.86
2021-09-11,62.49,60.86
2021-09-12,62.49,60.86
2021-09-13,61.01,61.05
2021-09-14,59.8,59.82
2021-09-15,59.8,59.66
2021-09-16,59.26,58.81
2021-09-17,59.35,59.43
2021-09-18,59.35,59.43
2021-09-19,59.35,59.43
2021-09-20,60.63,60.53
2021-09-21,60.11,59.84
2021-09-22,60.54,60.48
2021-09-23,60.48,60.48
2021-09-24,59.88,62.88
2021-09-25,59.88,62.88
2021-09-26,59.88,62.88
2021-09-27,64.31,64.31
2021-09-28,61.92,62.09
2021-09-29,62.88,62.6
2021-09-30,61.74,61.75
2021-10-01,61.85,62.04
2021-10-02,61.85,62.04
2021-10-03,61.85,62.04
2021-10-04,63.4,63.54
2021-10-05,64.28,64.72
2021-10-06,65.05,59.12
2021-10-07,60.37,60.4
2021-10-08,59.9,58.33
2021-10-09,59.9,58.33
2021-10-10,59.9,58.33
2021-10-11,59.14,59.15
2021-10-12,58.93,59.25
2021-10-13,59.07,59.19
2021-10-14,61.44,61.37
2021-10-15,61.59,59.44
2021-10-16,61.59,59.44
2021-10-17,61.59,59.44
2021-10-18,57.41,58.56
2021-10-19,54.55,55.21
2021-10-20,57.78,57.66
2021-10-21,57.98,58.12
2021-10-22,58.04,58.27
2021-10-23,58.04,58.27
2021-10-24,58.04,58.27
2021-10-25,58.99,59.36
2021-10-26,59.81,59.79
2021-10-27,59.9,59.86
2021-10-28,58.57,58.71
2021-10-29,58.71,58.71
2021-10-30,58.71,58.71
2021-10-31,58.71,58.71
2021-11-01,56.94,56.9
2021-11-02,59.46,59.46
2021-11-03,59.82,59.75
2021-11-04,59.86,59.96
2021-11-05,59.7,59.39
2021-11-06,59.7,59.39
2021-11-07,59.7,59.39
2021-11-08,60.63,60.67
2021-11-09,60.41,60.32
2021-11-10,63.16,63.16
2021-11-11,63.7,63.64
2021-11-12,63.77,63.27
2021-11-13,63.77,63.27
2021-11-14,63.77,63.27
2021-11-15,65.93,66.74
2021-11-16,67.55,67.77
2021-11-17,67.16,67.16
2021-11-18,67.31,69.1
2021-11-19,69.2,69.36
2021-11-20,69.2,69.36
2021-11-21,69.2,69.36
2021-11-22,69.91,69.7
2021-11-23,69.17,69.33
2021-11-24,72.91,73.02
2021-11-25,74.46,75.0
2021-11-26,74.06,72.78
2021-11-27,74.06,72.78
2021-11-28,74.06,72.78
2021-11-29,73.52,74.21
2021-11-30,73.8,75.37
2021-12-01,75.67,76.81
2021-12-02,79.86,79.98
2021-12-03,79.97,78.25
2021-12-04,79.97,78.25
2021-12-05,79.97,78.25
2021-12-06,81.25,81.65
2021-12-07,84.91,85.41
2021-12-08,88.88,89.6
2021-12-09,80.4837,80.8871
2021-12-10,80.5975,83.4542
2021-12-11,80.5975,83.4542
2021-12-12,80.5975,83.4542
2021-12-13,85.82,81.8449
2021-12-14,83.1083,80.8021
2021-12-15,80.3605,81.1452
2021-12-16,81.9153,85.5454
2021-12-17,84.6062,74.5437
2021-12-18,84.6062,74.5437
2021-12-19,84.6062,74.5437
2021-12-20,74.2881,81.6404
2021-12-21,80.4702,79.341
2021-12-22,79.5205,77.7739
2021-12-23,77.6817,74.6977
2021-12-24,77.6817,74.6977
2021-12-25,77.6817,74.6977
2021-12-26,77.6817,74.6977
2021-12-27,76.1352,77.0278
2021-12-28,76.8465,79.3958
2021-12-29,79.0601,80.4558
2021-12-30,80.0328,80.0624
2021-12-31,80.0328,80.0624
2022-01-01,80.0328,80.0624
2022-01-02,80.0328,80.0624
2022-01-03,80.3816,83.981
2022-01-04,84.5648,86.419
2022-01-05,86.0156,88.247
2022-01-06,87.3686,87.4275
2022-01-07,87.4781,85.7034
2022-01-08,87.4781,85.7034
2022-01-09,87.4781,85.7034
2022-01-10,86.3826,81.7724
2022-01-11,81.8472,82.4174
2022-01-12,83.2177,80.7007
2022-01-13,80.155,81.4667
2022-01-14,83.3851,82.5751
2022-01-15,83.3851,82.5751
2022-01-16,83.3851,82.5751
2022-01-17,82.7051,80.1667
2022-01-18,80.3912,83.0218
2022-01-19,82.6529,81.8433
2022-01-20,81.3871,85.9067
2022-01-21,84.571,84.628
2022-01-22,84.571,84.628
2022-01-23,84.571,84.628
2022-01-24,84.3121,83.7643
2022-01-25,84.2541,87.6004
2022-01-26,87.0688,88.8237
2022-01-27,88.4321,89.5882
2022-01-28,89.8224,89.5864
2022-01-29,89.8224,89.5864
2022-01-30,89.8224,89.5864
2022-01-31,89.5193,89.9399
2022-02-01,89.5717,90.1906
2022-02-02,89.907,94.6501
2022-02-03,93.564,94.7377
2022-02-04,94.9217,96.7002
2022-02-05,94.9217,96.7002
2022-02-06,94.9217,96.7002
2022-02-07,95.9078,96.5414
2022-02-08,98.2892,96.0051
2022-02-09,95.9436,91.9423
2022-02-10,91.9766,91.4059
2022-02-11,89.7717,92.9386
2022-02-12,89.7717,92.9386
2022-02-13,89.7717,92.9386
2022-02-14,94.0147,92.168
2022-02-15,91.8078,90.4793
2022-02-16,90.4658,90.0444
2022-02-17,90.0512,86.5321
2022-02-18,86.7565,89.2744
2022-02-19,86.7565,89.2744
2022-02-20,86.7565,89.2744
2022-02-21,89.1101,89.5084
2022-02-22,89.6928,89.867
2022-02-23,89.8624,94.9741
2022-02-24,94.6647,87.354
2022-02-25,88.7679,87.9963
2022-02-26,88.7679,87.9963
2022-02-27,88.7679,87.9963
2022-02-28,82.7498,82.7439
2022-03-01,83.008,69.6958
2022-03-02,69.3588,67.8021
2022-03-03,67.2464,67.0606
2022-03-04,66.3586,65.8758
2022-03-05,66.3586,65.8758
2022-03-06,66.3586,65.8758
2022-03-07,62.7477,58.4402
2022-03-08,58.1588,68.3525
2022-03-09,68.2475,72.1548
2022-03-10,72.1746,74.8669
2022-03-11,74.5824,77.1388
2022-03-12,74.5824,77.1388
2022-03-13,74.5824,77.1388
2022-03-14,76.3784,77.6978
2022-03-15,76.7035,77.8527
2022-03-16,78.1702,79.0613
2022-03-17,78.9654,79.694
2022-03-18,79.717,78.6983
2022-03-19,79.717,78.6983
2022-03-20,79.717,78.6983
2022-03-21,78.583,79.2686
2022-03-22,79.2101,80.4042
2022-03-23,80.3747,76.5576
2022-03-24,76.6912,78.7857
2022-03-25,78.9058,78.8451
2022-03-26,78.9058,78.8451
2022-03-27,78.9058,78.8451
2022-03-28,78.1442,80.6997
2022-03-29,80.7761,81.2466
2022-03-30,81.2657,78.4776
2022-03-31,78.9662,76.9999
2022-04-01,77.026,78.4691
2022-04-02,77.026,78.4691
2022-04-03,77.026,78.4691
2022-04-04,78.5316,79.1319
2022-04-05,78.9255,78.5433
2022-04-06,78.2912,77.2486
2022-04-07,76.7659,80.1637
2022-04-08,79.62,80.1543
2022-04-09,79.62,80.1543
2022-04-10,79.62,80.1543
2022-04-11,79.6332,78.0085
2022-04-12,77.9954,79.1292
2022-04-13,78.8089,78.1314
2022-04-14,77.6996,80.0659
2022-04-15,77.6996,80.0659
2022-04-16,77.6996,80.0659
2022-04-17,77.6996,80.0659
2022-04-18,77.6996,80.0659
2022-04-19,80.2793,80.1924
2022-04-20,80.057,87.0534
2022-04-21,86.4187,86.5823
2022-04-22,86.3884,88.9984
2022-04-23,86.3884,88.9984
2022-04-24,86.3884,88.9984
2022-04-25,88.115,83.8201
2022-04-26,84.4282,82.1557
2022-04-27,80.0801,81.4038
2022-04-28,81.5246,83.6692
2022-04-29,83.0796,83.9076
2022-04-30,83.0796,83.9076
2022-05-01,83.0796,83.9076
2022-05-02,83.2214,83.0254
2022-05-03,83.1832,88.3867
2022-05-04,88.137,88.0743
2022-05-05,89.2537,89.1708
2022-05-06,88.8234,91.7524
2022-05-07,88.8234,91.7524
2022-05-08,88.8234,91.7524
2022-05-09,90.9673,87.0566
2022-05-10,86.5334,87.7462
2022-05-11,87.1543,89.3215
2022-05-12,88.7711,88.3978
2022-05-13,88.599,88.3275
2022-05-14,88.599,88.3275
2022-05-15,88.599,88.3275
2022-05-16,88.4781,90.1969
2022-05-17,90.006,92.4315
2022-05-18,88.3431,84.5925
2022-05-19,84.863,82.9929
2022-05-20,83.6651,80.2874
2022-05-21,83.6651,80.2874
2022-05-22,83.6651,80.2874
2022-05-23,80.8377,77.8318
2022-05-24,77.9114,80.8789
2022-05-25,81.0432,81.4416
2022-05-26,81.4558,85.0647
2022-05-27,85.0518,83.9096
2022-05-28,85.0518,83.9096
2022-05-29,85.0518,83.9096
2022-05-30,84.5312,83.1462
2022-05-31,84.1814,83.9713
2022-06-01,84.169,86.2696
2022-06-02,86.377,86.1532
2022-06-03,86.2811,87.1972
2022-06-04,86.2811,87.1972
2022-06-05,86.2811,87.1972
2022-06-06,86.9331,82.2572
2022-06-07,82.1764,80.8593
2022-06-08,81.0736,80.2457
2022-06-09,80.3581,80.996
2022-06-10,80.5377,82.4128
2022-06-11,80.5377,82.4128
2022-06-12,80.5377,82.4128
2022-06-13,81.9932,81.7866
2022-06-14,81.4925,84.026
2022-06-15,83.6995,86.3472
2022-06-16,86.0281,83.0175
2022-06-17,83.2695,82.1982
2022-06-18,83.2695,82.1982
2022-06-19,83.2695,82.1982
2022-06-20,83.6085,84.1696
2022-06-21,84.0117,84.6288
2022-06-22,84.2592,81.7738
2022-06-23,82.6962,84.1005
2022-06-24,84.2228,83.8871
2022-06-25,84.2228,83.8871
2022-06-26,84.2228,83.8871
2022-06-27,83.8912,84.567
2022-06-28,84.6896,88.037
2022-06-29,87.4551,88.5909
2022-06-30,88.293,89.41
2022-07-01,89.8152,86.1815
2022-07-02,89.8152,86.1815
2022-07-03,89.8152,86.1815
2022-07-04,86.0096,84.6674
2022-07-05,84.7008,82.8319
2022-07-06,82.8605,83.7879
2022-07-07,83.6673,84.4194
2022-07-08,84.6551,82.7074
2022-07-09,84.6551,82.7074
2022-07-10,84.6551,82.7074
2022-07-11,82.9603,84.2513
2022-07-12,84.3447,86.0474
2022-07-13,85.7206,83.6458
2022-07-14,84.0356,83.7523
2022-07-15,84.3978,85.2182
2022-07-16,84.3978,85.2182
2022-07-17,84.3978,85.2182
2022-07-18,85.1117,84.3436
2022-07-19,84.5494,83.2922
2022-07-20,83.5327,78.9971
2022-07-21,79.2468,78.0788
2022-07-22,78.1554,76.2
2022-07-23,78.1554,76.2
2022-07-24,78.1554,76.2
2022-07-25,76.7004,76.3192
2022-07-26,76.6614,76.6946
2022-07-27,76.5722,76.231
2022-07-28,76.5603,78.8278
2022-07-29,79.0697,78.4959
2022-07-30,79.0697,78.4959
2022-07-31,79.0697,78.4959
2022-08-01,78.2157,80.5225
2022-08-02,80.0027,81.7521
2022-08-03,81.6916,83.7458
2022-08-04,83.7705,84.5181
2022-08-05,84.4824,85.0228
2022-08-06,84.4824,85.0228
2022-08-07,84.4824,85.0228
2022-08-08,84.8535,84.3369
2022-08-09,84.3161,85.6544
2022-08-10,85.5596,86.1055
2022-08-11,85.6934,87.2451
2022-08-12,87.0432,89.0432
2022-08-13,87.0432,89.0432
2022-08-14,87.0432,89.0432
2022-08-15,88.935,90.6396
2022-08-16,90.2187,92.5854
2022-08-17,92.4953,96.4376
2022-08-18,95.8686,96.7315
2022-08-19,95.9807,98.4337
2022-08-20,95.9807,98.4337
2022-08-21,95.9807,98.4337
2022-08-22,98.6559,93.1004
2022-08-23,92.7121,89.9482
2022-08-24,90.2319,89.6901
2022-08-25,90.3059,88.5238
2022-08-26,88.8753,90.317
2022-08-27,88.8753,90.317
2022-08-28,88.8753,90.317
2022-08-29,89.3645,86.4752
2022-08-30,86.0088,81.326
2022-08-31,81.1105,80.678
2022-09-01,79.8928,81.0184
2022-09-02,78.9208,78.2089
2022-09-03,78.9208,78.2089
2022-09-04,78.9208,78.2089
2022-09-05,77.0178,73.8393
2022-09-06,74.2778,69.4676
2022-09-07,69.8459,69.4558
2022-09-08,68.7468,67.3215
2022-09-09,67.5889,66.1856
2022-09-10,67.5889,66.1856
2022-09-11,67.5889,66.1856
2022-09-12,66.1472,72.0972
2022-09-13,72.224,70.3559
2022-09-14,70.1744,72.1203
2022-09-15,72.0423,72.1965
2022-09-16,71.8924,73.3551
2022-09-17,71.8924,73.3551
2022-09-18,71.8924,73.3551
2022-09-19,73.259,70.4282
2022-09-20,70.6905,71.1823
2022-09-21,71.3311,69.9802
2022-09-22,69.375,70.0951
2022-09-23,69.6426,66.2261
2022-09-24,69.6426,66.2261
2022-09-25,69.6426,66.2261
2022-09-26,64.7192,70.0464
2022-09-27,70.2758,68.2585
2022-09-28,67.7911,65.3172
2022-09-29,65.1092,65.9337
2022-09-30,65.1434,66.1837
2022-10-01,65.1434,66.1837
2022-10-02,65.1434,66.1837
2022-10-03,66.0651,65.9223
2022-10-04,67.2996,67.4192
2022-10-05,67.3621,66.9015
2022-10-06,67.2239,69.0233
2022-10-07,68.9402,68.71
2022-10-08,68.9402,68.71
2022-10-09,68.9402,68.71
2022-10-10,68.8129,67.0489
2022-10-11,66.4573,66.5483
2022-10-12,66.2086,66.5401
2022-10-13,66.2985,68.9239
2022-10-14,68.6122,68.1636
2022-10-15,68.6122,68.1636
2022-10-16,68.6122,68.1636
2022-10-17,67.5025,67.5249
2022-10-18,67.131,67.1667
2022-10-19,67.5198,67.3841
2022-10-20,67.1285,66.8485
2022-10-21,66.6964,69.1349
2022-10-22,66.6964,69.1349
2022-10-23,66.6964,69.1349
2022-10-24,68.0169,72.5771
2022-10-25,72.2851,77.0023
2022-10-26,76.85,75.3054
2022-10-27,75.16,81.2903
2022-10-28,80.3489,81.6951
2022-10-29,80.3489,81.6951
2022-10-30,80.3489,81.6951
2022-10-31,82.0234,79.5815
2022-11-01,80.0145,77.2533
2022-11-02,77.1655,76.9846
2022-11-03,76.2496,76.741
2022-11-04,76.506,76.5575
2022-11-05,76.506,76.5575
2022-11-06,76.506,76.5575
2022-11-07,76.151,78.0071
2022-11-08,77.4319,76.4683
2022-11-09,76.2085,72.669
2022-11-10,72.9089,73.2036
2022-11-11,73.2986,75.6187
2022-11-12,73.2986,75.6187
2022-11-13,73.2986,75.6187
2022-11-14,75.6318,75.0653
2022-11-15,75.0822,77.4756
2022-11-16,76.6379,73.6534
2022-11-17,73.4763,72.1307
2022-11-18,72.226,72.4306
2022-11-19,72.226,72.4306
2022-11-20,72.226,72.4306
2022-11-21,72.2094,74.3473
2022-11-22,74.5309,73.934
2022-11-23,73.9866,75.9289
2022-11-24,76.0386,78.7606
2022-11-25,78.4829,79.2074
2022-11-26,78.4829,79.2074
2022-11-27,78.4829,79.2074
2022-11-28,78.6061,78.6843
2022-11-29,78.6797,81.792
2022-11-30,81.6534,85.2047
2022-12-01,84.5215,85.1762
2022-12-02,85.8516,88.3495
2022-12-03,85.8516,88.3495
2022-12-04,85.8516,88.3495
2022-12-05,87.9134,87.3288
2022-12-06,87.4052,88.8021
2022-12-07,87.827,88.3662
2022-12-08,88.3344,89.1304
2022-12-09,89.0274,87.8363
2022-12-10,89.0274,87.8363
2022-12-11,89.0274,87.8363
2022-12-12,87.7422,90.0476
2022-12-13,90.0354,89.1964
2022-12-14,89.1184,89.7984
2022-12-15,90.157,89.0835
2022-12-16,89.2648,87.2923
2022-12-17,89.2648,87.2923
2022-12-18,89.2648,87.2923
2022-12-19,89.2882,87.7435
2022-12-20,86.6836,89.4723
2022-12-21,89.392,87.9098
2022-12-22,88.0264,89.3115
2022-12-23,89.2399,89.5673
2022-12-24,89.2399,89.5673
2022-12-25,89.2399,89.5673
2022-12-26,89.2399,89.5673
2022-12-27,89.2521,88.5244
2022-12-28,88.6182,86.504
2022-12-29,86.3736,84.3849
2022-12-30,84.4776,83.3141
2022-12-31,84.4776,83.3141
2023-01-01,84.4776,83.3141
2023-01-02,82.0061,85.4843
2023-01-03,85.7641,83.1626
2023-01-04,83.1662,77.6897
2023-01-05,77.9806,78.7086
2023-01-06,78.81,77.778
2023-01-07,78.81,77.778
2023-01-08,78.81,77.778
2023-01-09,77.4413,81.1527
2023-01-10,81.3659,81.097
2023-01-11,80.9401,79.1469
2023-01-12,79.4984,80.3415
2023-01-13,80.5615,79.952
2023-01-14,80.5615,79.952
2023-01-15,80.5615,79.952
2023-01-16,79.3583,77.5789
2023-01-17,78.1035,79.5483
2023-01-18,79.6946,83.9358
2023-01-19,83.1189,84.572
2023-01-20,84.421,85.267
2023-01-21,84.421,85.267
2023-01-22,84.421,85.267
2023-01-23,85.4409,84.8038
2023-01-24,84.2206,82.1441
2023-01-25,82.0916,84.8814
2023-01-26,85.0318,89.5669
2023-01-27,89.436,89.9467
2023-01-28,89.436,89.9467
2023-01-29,89.436,89.9467
2023-01-30,89.9196,90.0059
2023-01-31,90.2239,93.3932
2023-02-01,93.2048,95.8175
2023-02-02,95.5569,93.7709
2023-02-03,93.6998,94.0234
2023-02-04,93.6998,94.0234
2023-02-05,93.6998,94.0234
2023-02-06,93.6523,91.4424
2023-02-07,91.2821,90.65
2023-02-08,90.9754,90.6784
2023-02-09,90.64,91.4401
2023-02-10,91.3698,93.5961
2023-02-11,91.3698,93.5961
2023-02-12,91.3698,93.5961
2023-02-13,93.2542,92.5628
2023-02-14,92.6785,91.6614
2023-02-15,92.1612,94.7632
2023-02-16,94.6462,98.0391
2023-02-17,97.7117,96.3578
2023-02-18,97.7117,96.3578
2023-02-19,97.7117,96.3578
2023-02-20,96.0465,98.2283
2023-02-21,98.8126,100.4719
2023-02-22,100.4037,96.5961
2023-02-23,96.7106,96.6197
2023-02-24,97.0669,98.0537
2023-02-25,97.0669,98.0537
2023-02-26,97.0669,98.0537
2023-02-27,97.799,100.502
2023-02-28,100.6258,99.6967
2023-03-01,99.5258,97.265
2023-03-02,97.6302,93.1886
2023-03-03,93.4241,92.4532
2023-03-04,93.4241,92.4532
2023-03-05,93.4241,92.4532
2023-03-06,92.6415,93.2335
2023-03-07,93.4453,96.1816
2023-03-08,96.4798,98.0291
2023-03-09,98.2175,99.5408
2023-03-10,98.788,100.4687
2023-03-11,98.788,100.4687
2023-03-12,98.788,100.4687
2023-03-13,99.7214,95.7062
2023-03-14,95.7744,92.7885
2023-03-15,93.6751,89.2692
2023-03-16,90.4165,87.967
2023-03-17,88.6601,88.6791
2023-03-18,88.6601,88.6791
2023-03-19,88.6601,88.6791
2023-03-20,87.188,87.9553
2023-03-21,88.187,90.8538
2023-03-22,90.6792,89.7099
2023-03-23,89.9424,93.2362
2023-03-24,93.2832,87.9598
2023-03-25,93.2832,87.9598
2023-03-26,93.2832,87.9598
2023-03-27,88.7508,88.2901
2023-03-28,88.6488,89.496
2023-03-29,89.444,90.4055
2023-03-30,90.3766,90.9565
2023-03-31,90.8769,91.8792
2023-04-01,90.8769,91.8792
2023-04-02,90.8769,91.8792
2023-04-03,91.9756,96.3383
2023-04-04,95.7975,95.1456
2023-04-05,94.8635,97.4439
2023-04-06,96.7435,96.9235
2023-04-07,96.7435,96.9235
2023-04-08,96.7435,96.9235
2023-04-09,96.7435,96.9235
2023-04-10,96.7435,96.9235
2023-04-11,96.8515,97.6467
2023-04-12,97.6773,96.5232
2023-04-13,96.6112,94.4699
2023-04-14,94.4933,94.2894
2023-04-15,94.4933,94.2894
2023-04-16,94.4933,94.2894
2023-04-17,94.2158,93.2846
2023-04-18,92.8443,95.5244
2023-04-19,95.643,94.7472
2023-04-20,94.3821,92.2382
2023-04-21,91.7946,90.0478
2023-04-22,91.7946,90.0478
2023-04-23,91.7946,90.0478
2023-04-24,89.6565,88.6728
2023-04-25,88.7678,86.9069
2023-04-26,87.0743,86.3208
2023-04-27,86.4425,86.7756
2023-04-28,87.0841,87.7248
2023-04-29,87.0841,87.7248
2023-04-30,87.0841,87.7248
2023-05-01,87.0841,87.7248
2023-05-02,85.9091,88.874
2023-05-03,89.5086,85.268
2023-05-04,85.1324,84.5754
2023-05-05,84.4278,85.3225
2023-05-06,84.4278,85.3225
2023-05-07,84.4278,85.3225
2023-05-08,85.0574,85.6716
2023-05-09,85.5418,87.5889
2023-05-10,87.6939,89.3006
2023-05-11,89.3822,88.6715
2023-05-12,88.6184,89.101
2023-05-13,88.6184,89.101
2023-05-14,88.6184,89.101
2023-05-15,88.8592,87.2319
2023-05-16,87.4126,89.0412
2023-05-17,89.3758,88.4324
2023-05-18,88.429,90.0647
2023-05-19,89.9675,89.6454
2023-05-20,89.9675,89.6454
2023-05-21,89.9675,89.6454
2023-05-22,89.3652,87.2602
2023-05-23,87.647,85.9238
2023-05-24,85.4801,85.0241
2023-05-25,85.2422,82.87
2023-05-26,82.9319,83.1857
2023-05-27,82.9319,83.1857
2023-05-28,82.9319,83.1857
2023-05-29,83.292,83.1598
2023-05-30,82.843,80.7009
2023-05-31,80.2425,80.6877
2023-06-01,80.5232,79.0776
2023-06-02,79.0335,78.581
2023-06-03,79.0335,78.581
2023-06-04,79.0335,78.581
2023-06-05,79.2462,82.9152
2023-06-06,82.7025,81.6943
2023-06-07,81.6352,83.9275
2023-06-08,83.572,83.4166
2023-06-09,84.0052,86.213
2023-06-10,84.0052,86.213
2023-06-11,84.0052,86.213
2023-06-12,87.1925,88.2074
2023-06-13,88.3087,90.8269
2023-06-14,90.3748,93.8486
2023-06-15,93.57,93.0767
2023-06-16,93.4809,92.356
2023-06-17,93.4809,92.356
2023-06-18,93.4809,92.356
2023-06-19,91.8758,93.2152
2023-06-20,93.2946,94.8094
2023-06-21,94.4877,90.9782
2023-06-22,89.1788,91.0759
2023-06-23,90.7078,87.683
2023-06-24,90.7078,87.683
2023-06-25,90.7078,87.683
2023-06-26,88.1403,86.8304
2023-06-27,86.7885,89.3132
2023-06-28,89.8197,88.4636
2023-06-29,87.4727,88.1329
2023-06-30,88.5198,89.6262
2023-07-01,88.5198,89.6262
2023-07-02,88.5198,89.6262
2023-07-03,88.9322,87.7246
2023-07-04,87.6735,87.8456
2023-07-05,87.371,85.8846
2023-07-06,86.0357,86.3825
2023-07-07,86.595,86.448
2023-07-08,86.595,86.448
2023-07-09,86.595,86.448
2023-07-10,86.5928,86.6774
2023-07-11,86.5597,87.1603
2023-07-12,87.018,85.9815
2023-07-13,86.1957,86.0975
2023-07-14,86.3214,86.6204
2023-07-15,86.3214,86.6204
2023-07-16,86.3214,86.6204
2023-07-17,86.6748,86.917
2023-07-18,86.92,88.2929
2023-07-19,88.2615,89.1029
2023-07-20,89.1118,91.0053
2023-07-21,91.1759,91.963
2023-07-22,91.1759,91.963
2023-07-23,91.1759,91.963
2023-07-24,91.917,91.426
2023-07-25,91.5369,92.6378
2023-07-26,92.4087,91.0248
2023-07-27,90.8528,91.1916
2023-07-28,91.0433,88.8667
2023-07-29,91.0433,88.8667
2023-07-30,91.0433,88.8667
2023-07-31,88.797,86.7731
2023-08-01,86.9538,84.7446
2023-08-02,85.1338,83.515
2023-08-03,83.5225,84.6345
2023-08-04,85.471,83.6397
2023-08-05,85.471,83.6397
2023-08-06,85.471,83.6397
2023-08-07,84.1385,82.8653
2023-08-08,83.2771,84.1992
2023-08-09,84.6671,84.2043
2023-08-10,84.4484,84.8733
2023-08-11,84.7911,87.049
2023-08-12,84.7911,87.049
2023-08-13,84.7911,87.049
2023-08-14,87.0448,88.193
2023-08-15,88.2359,86.9019
2023-08-16,87.7614,88.7563
2023-08-17,88.5848,89.1662
2023-08-18,88.9932,88.257
2023-08-19,88.9932,88.257
2023-08-20,88.9932,88.257
2023-08-21,88.3632,88.133
2023-08-22,88.0873,90.3052
2023-08-23,89.9543,88.2555
2023-08-24,87.082,85.4473
2023-08-25,85.4967,85.5311
2023-08-26,85.4967,85.5311
2023-08-27,85.4967,85.5311
2023-08-28,85.8774,85.8486
2023-08-29,86.3406,85.2452
2023-08-30,85.0489,86.2137
2023-08-31,86.6583,86.2715
2023-09-01,86.2242,85.7658
2023-09-02,86.2242,85.7658
2023-09-03,86.2242,85.7658
2023-09-04,85.7325,84.3063
2023-09-05,84.5908,84.1346
2023-09-06,84.2254,83.9058
2023-09-07,83.8536,83.6422
2023-09-08,83.6327,81.7741
2023-09-09,83.6327,81.7741
2023-09-10,83.6327,81.7741
2023-09-11,82.1455,81.9084
2023-09-12,82.034,81.3211
2023-09-13,81.4917,83.8805
2023-09-14,83.44,83.1317
2023-09-15,83.1177,82.3266
2023-09-16,83.1177,82.3266
2023-09-17,83.1177,82.3266
2023-09-18,82.034,81.0663
2023-09-19,81.114,81.4983
2023-09-20,81.2234,82.8347
2023-09-21,82.4041,84.724
